6229.83327 15.086 0.005
6231.80594 15.739 0.006
6235.83545 15.389 0.005
6239.86644 15.744 0.007
6244.80454 15.636 0.006
6248.75115 15.233 0.005
6250.77333 15.748 0.006
6253.77755 15.082 0.005
6256.76364 15.245 0.005
6259.77360 15.390 0.006
6264.76926 15.257 0.005
6269.78117 15.095 0.005
6273.77697 15.587 0.006
6275.76949 15.399 0.005
6279.77108 15.751 0.006
6285.70953 15.087 0.005
6288.73428 15.267 0.005
6296.76362 15.285 0.005
6301.72882 15.107 0.005
6308.73419 15.661 0.006
6315.65760 15.379 0.005
6325.64163 15.097 0.005
6338.59402 15.733 0.006
6343.60849 15.731 0.006
6354.57519 15.724 0.006
6360.58480 15.276 0.005
6363.59941 15.418 0.006
6374.55420 15.511 0.006
6380.51303 15.651 0.006
6389.50716 15.092 0.005
6399.47922 15.753 0.006
6511.89241 15.113 0.005
6521.87536 15.759 0.006
6532.88536 15.594 0.005
6548.84528 15.597 0.005
6564.86602 15.454 0.005
6572.79423 15.584 0.005
6581.78786 15.428 0.005
6585.82776 15.764 0.006
6595.73493 15.605 0.006
6603.75325 15.610 0.005
6611.78303 15.614 0.006
6615.79342 15.203 0.005
6619.72049 15.614 0.005
6625.71330 15.767 0.006
6633.74709 15.773 0.006
6643.72925 15.638 0.007
6648.75481 15.569 0.006
6655.77343 15.239 0.005
6659.67097 15.627 0.005
6664.80696 15.589 0.005
6670.71135 15.711 0.006
6676.72164 15.093 0.005
6681.72702 15.744 0.006
6692.69074 15.103 0.005
6696.68676 15.578 0.005
6700.66851 15.096 0.005
6706.67009 15.376 0.005
6711.66304 15.254 0.005
6716.60168 15.147 0.005
6730.63643 15.387 0.006
6879.93161 15.495 0.006
6887.90116 15.486 0.006
6896.87134 15.723 0.007
6910.86243 15.096 0.006
6924.80433 15.380 0.005
6929.84419 15.265 0.006
6936.74888 15.717 0.006
6939.73623 15.755 0.007
6943.74827 15.493 0.006
6950.74694 15.089 0.005
6956.78303 15.404 0.006
6960.78712 15.751 0.007
6965.71919 15.640 0.006
6972.76611 15.404 0.006
6976.80116 15.756 0.006
6979.77643 15.638 0.006
6982.73352 15.106 0.005
6985.73355 15.285 0.005
6990.73194 15.112 0.005
6995.70891 15.671 0.006
6999.74425 15.525 0.006
7003.82189 15.345 0.005
7008.74244 15.768 0.006
7013.76130 15.692 0.006
7017.77981 15.322 0.005
7021.76402 15.691 0.006
7025.69560 15.307 0.005
7029.69600 15.675 0.007
7033.74772 15.332 0.006
7039.72594 15.544 0.006
7045.64311 15.673 0.006
7053.65377 15.670 0.006
7058.68365 15.614 0.007
7064.71009 15.783 0.006
7071.67320 15.544 0.006
7079.62661 15.541 0.007
7083.59328 15.451 0.006
7087.59855 15.549 0.006
7091.58222 15.433 0.006
7099.59888 15.301 0.005
7109.54202 15.683 0.007
7112.56232 15.781 0.007
7116.55316 15.464 0.006
7120.52297 15.782 0.007
7126.50642 15.167 0.005
7132.47656 15.444 0.006
7140.47428 15.443 0.006
7144.47236 15.757 0.008
7270.90325 15.481 0.005
7283.80006 15.327 0.005
7291.77840 15.340 0.006
7294.76277 15.450 0.006
7302.84933 15.478 0.006
7308.81637 15.634 0.006
7317.77293 15.185 0.006
7325.73416 15.229 0.005
7338.74419 15.768 0.007
7342.72258 15.472 0.005
7346.71371 15.768 0.006
7354.84629 15.650 0.006
7357.84367 15.124 0.005
7364.74982 15.655 0.006
7367.78870 15.739 0.006
7373.72590 15.093 0.005
7377.79567 15.594 0.006
7382.69196 15.490 0.006
7386.70833 15.721 0.006
7391.70803 15.738 0.006
7399.73395 15.757 0.007
7404.72275 15.664 0.006
7408.69573 15.283 0.005
7410.69810 15.676 0.006
7416.66717 15.280 0.005
7426.67883 15.647 0.006
7432.65593 15.286 0.005
7437.62713 15.093 0.005
7442.59424 15.709 0.006
7446.62745 15.516 0.006
7450.61926 15.643 0.006
7456.60164 15.258 0.006
7462.60105 15.518 0.005
7467.55198 15.398 0.006
7473.55631 15.601 0.006
7481.53172 15.598 0.006
7494.48245 15.512 0.007
7500.47581 15.664 0.007
